imid|mapname|object_id
5081|Role of glycosphingolipids in inhibition of Insulin signaling|6152
5081|Role of glycosphingolipids in inhibition of Insulin signaling|9088
5081|Role of glycosphingolipids in inhibition of Insulin signaling|-180683016
5081|Role of glycosphingolipids in inhibition of Insulin signaling|631
5081|Role of glycosphingolipids in inhibition of Insulin signaling|4002
5081|Role of glycosphingolipids in inhibition of Insulin signaling|589
5081|Role of glycosphingolipids in inhibition of Insulin signaling|-1936261942
5081|Role of glycosphingolipids in inhibition of Insulin signaling|-1356715348
5081|Role of glycosphingolipids in inhibition of Insulin signaling|2123
5082|Probable BMP4-mediated induction of EMT in airway epithelium|499
5082|Probable BMP4-mediated induction of EMT in airway epithelium|-83201192
5082|Probable BMP4-mediated induction of EMT in airway epithelium|6410
5082|Probable BMP4-mediated induction of EMT in airway epithelium|-1814569189
5082|Probable BMP4-mediated induction of EMT in airway epithelium|-1340655740
5082|Probable BMP4-mediated induction of EMT in airway epithelium|-1602553655
5082|Probable BMP4-mediated induction of EMT in airway epithelium|-50872036
5082|Probable BMP4-mediated induction of EMT in airway epithelium|4125
5082|Probable BMP4-mediated induction of EMT in airway epithelium|6108
5082|Probable BMP4-mediated induction of EMT in airway epithelium|-1532364106
5082|Probable BMP4-mediated induction of EMT in airway epithelium|4628
5082|Probable BMP4-mediated induction of EMT in airway epithelium|4386
5082|Probable BMP4-mediated induction of EMT in airway epithelium|2482
5082|Probable BMP4-mediated induction of EMT in airway epithelium|-1055059949
5082|Probable BMP4-mediated induction of EMT in airway epithelium|6101
5082|Probable BMP4-mediated induction of EMT in airway epithelium|-703706922
5082|Probable BMP4-mediated induction of EMT in airway epithelium|-1659642710
5082|Probable BMP4-mediated induction of EMT in airway epithelium|874
5082|Probable BMP4-mediated induction of EMT in airway epithelium|2826
5082|Probable BMP4-mediated induction of EMT in airway epithelium|6164
5082|Probable BMP4-mediated induction of EMT in airway epithelium|6436
5083|iNKT cell-keratinocyte interactions in allergic contact dermatitis|377
5083|iNKT cell-keratinocyte interactions in allergic contact dermatitis|8133
5083|iNKT cell-keratinocyte interactions in allergic contact dermatitis|-1675277103
5083|iNKT cell-keratinocyte interactions in allergic contact dermatitis|2728
5083|iNKT cell-keratinocyte interactions in allergic contact dermatitis|488
5083|iNKT cell-keratinocyte interactions in allergic contact dermatitis|-1675277103
5083|iNKT cell-keratinocyte interactions in allergic contact dermatitis|-833018738
5083|iNKT cell-keratinocyte interactions in allergic contact dermatitis|431
5083|iNKT cell-keratinocyte interactions in allergic contact dermatitis|2434
5083|iNKT cell-keratinocyte interactions in allergic contact dermatitis|269
5083|iNKT cell-keratinocyte interactions in allergic contact dermatitis|-235727032
5083|iNKT cell-keratinocyte interactions in allergic contact dermatitis|486
5083|iNKT cell-keratinocyte interactions in allergic contact dermatitis|432
5083|iNKT cell-keratinocyte interactions in allergic contact dermatitis|-1521724441
5083|iNKT cell-keratinocyte interactions in allergic contact dermatitis|268
5083|iNKT cell-keratinocyte interactions in allergic contact dermatitis|-85948218
5083|iNKT cell-keratinocyte interactions in allergic contact dermatitis|376
5083|iNKT cell-keratinocyte interactions in allergic contact dermatitis|-1345398776
5083|iNKT cell-keratinocyte interactions in allergic contact dermatitis|4212
5083|iNKT cell-keratinocyte interactions in allergic contact dermatitis|7009
5083|iNKT cell-keratinocyte interactions in allergic contact dermatitis|6210
5083|iNKT cell-keratinocyte interactions in allergic contact dermatitis|-450013219
5083|iNKT cell-keratinocyte interactions in allergic contact dermatitis|-2096168491
5083|iNKT cell-keratinocyte interactions in allergic contact dermatitis|-85900663
5083|iNKT cell-keratinocyte interactions in allergic contact dermatitis|120
5083|iNKT cell-keratinocyte interactions in allergic contact dermatitis|4527
5083|iNKT cell-keratinocyte interactions in allergic contact dermatitis|456
5083|iNKT cell-keratinocyte interactions in allergic contact dermatitis|7009
5083|iNKT cell-keratinocyte interactions in allergic contact dermatitis|-2038694811
5083|iNKT cell-keratinocyte interactions in allergic contact dermatitis|-85900663
5083|iNKT cell-keratinocyte interactions in allergic contact dermatitis|6095
5083|iNKT cell-keratinocyte interactions in allergic contact dermatitis|-2028225848
5083|iNKT cell-keratinocyte interactions in allergic contact dermatitis|-721054303
5083|iNKT cell-keratinocyte interactions in allergic contact dermatitis|4329
5083|iNKT cell-keratinocyte interactions in allergic contact dermatitis|721
5083|iNKT cell-keratinocyte interactions in allergic contact dermatitis|1071
5083|iNKT cell-keratinocyte interactions in allergic contact dermatitis|4311
5083|iNKT cell-keratinocyte interactions in allergic contact dermatitis|2649
5083|iNKT cell-keratinocyte interactions in allergic contact dermatitis|-1675277103
5083|iNKT cell-keratinocyte interactions in allergic contact dermatitis|404
5084|Role of Langerin+ dermal dendritic cells in contact hypersensitivity|-1641539337
5084|Role of Langerin+ dermal dendritic cells in contact hypersensitivity|-1235020682
5084|Role of Langerin+ dermal dendritic cells in contact hypersensitivity|2994
5084|Role of Langerin+ dermal dendritic cells in contact hypersensitivity|-1892361936
5084|Role of Langerin+ dermal dendritic cells in contact hypersensitivity|2666
5084|Role of Langerin+ dermal dendritic cells in contact hypersensitivity|-353931583
5084|Role of Langerin+ dermal dendritic cells in contact hypersensitivity|7001
5084|Role of Langerin+ dermal dendritic cells in contact hypersensitivity|2723
5084|Role of Langerin+ dermal dendritic cells in contact hypersensitivity|-1978633254
5084|Role of Langerin+ dermal dendritic cells in contact hypersensitivity|4564
5084|Role of Langerin+ dermal dendritic cells in contact hypersensitivity|-1345398776
5084|Role of Langerin+ dermal dendritic cells in contact hypersensitivity|4618
5084|Role of Langerin+ dermal dendritic cells in contact hypersensitivity|-320278480
5084|Role of Langerin+ dermal dendritic cells in contact hypersensitivity|-1892361936
5084|Role of Langerin+ dermal dendritic cells in contact hypersensitivity|-1614312575
5084|Role of Langerin+ dermal dendritic cells in contact hypersensitivity|-1547657770
5084|Role of Langerin+ dermal dendritic cells in contact hypersensitivity|722
5084|Role of Langerin+ dermal dendritic cells in contact hypersensitivity|2736
5084|Role of Langerin+ dermal dendritic cells in contact hypersensitivity|615
5084|Role of Langerin+ dermal dendritic cells in contact hypersensitivity|7000
5084|Role of Langerin+ dermal dendritic cells in contact hypersensitivity|216
5085|Role of prenatal nicotine exposure in inhibition of pancreatic beta cells differentiation and function|-673540492
5085|Role of prenatal nicotine exposure in inhibition of pancreatic beta cells differentiation and function|975
5085|Role of prenatal nicotine exposure in inhibition of pancreatic beta cells differentiation and function|1003
5085|Role of prenatal nicotine exposure in inhibition of pancreatic beta cells differentiation and function|-1359019875
5085|Role of prenatal nicotine exposure in inhibition of pancreatic beta cells differentiation and function|-832164809
5085|Role of prenatal nicotine exposure in inhibition of pancreatic beta cells differentiation and function|4127
5085|Role of prenatal nicotine exposure in inhibition of pancreatic beta cells differentiation and function|-2030976663
5085|Role of prenatal nicotine exposure in inhibition of pancreatic beta cells differentiation and function|381
5085|Role of prenatal nicotine exposure in inhibition of pancreatic beta cells differentiation and function|380
5085|Role of prenatal nicotine exposure in inhibition of pancreatic beta cells differentiation and function|8015
5085|Role of prenatal nicotine exposure in inhibition of pancreatic beta cells differentiation and function|-970493688
5085|Role of prenatal nicotine exposure in inhibition of pancreatic beta cells differentiation and function|-630625533
5085|Role of prenatal nicotine exposure in inhibition of pancreatic beta cells differentiation and function|-248610150
5085|Role of prenatal nicotine exposure in inhibition of pancreatic beta cells differentiation and function|4076
5085|Role of prenatal nicotine exposure in inhibition of pancreatic beta cells differentiation and function|1004
5085|Role of prenatal nicotine exposure in inhibition of pancreatic beta cells differentiation and function|-1234300301
5085|Role of prenatal nicotine exposure in inhibition of pancreatic beta cells differentiation and function|-559325860
5085|Role of prenatal nicotine exposure in inhibition of pancreatic beta cells differentiation and function|8120
5085|Role of prenatal nicotine exposure in inhibition of pancreatic beta cells differentiation and function|53
5085|Role of prenatal nicotine exposure in inhibition of pancreatic beta cells differentiation and function|-1373087542
5085|Role of prenatal nicotine exposure in inhibition of pancreatic beta cells differentiation and function|2317
5086|Role of prenatal nicotine exposure in apoptosis and proliferation of pancreatic beta cells|-956647109
5086|Role of prenatal nicotine exposure in apoptosis and proliferation of pancreatic beta cells|-923561603
5086|Role of prenatal nicotine exposure in apoptosis and proliferation of pancreatic beta cells|-1469500302
5086|Role of prenatal nicotine exposure in apoptosis and proliferation of pancreatic beta cells|-248610150
5086|Role of prenatal nicotine exposure in apoptosis and proliferation of pancreatic beta cells|-339193495
5086|Role of prenatal nicotine exposure in apoptosis and proliferation of pancreatic beta cells|-1552295954
5086|Role of prenatal nicotine exposure in apoptosis and proliferation of pancreatic beta cells|-1412078608
5086|Role of prenatal nicotine exposure in apoptosis and proliferation of pancreatic beta cells|1004
5086|Role of prenatal nicotine exposure in apoptosis and proliferation of pancreatic beta cells|-1353116473
5086|Role of prenatal nicotine exposure in apoptosis and proliferation of pancreatic beta cells|-1168063503
5086|Role of prenatal nicotine exposure in apoptosis and proliferation of pancreatic beta cells|4620
5086|Role of prenatal nicotine exposure in apoptosis and proliferation of pancreatic beta cells|912
5086|Role of prenatal nicotine exposure in apoptosis and proliferation of pancreatic beta cells|86
5086|Role of prenatal nicotine exposure in apoptosis and proliferation of pancreatic beta cells|381
5086|Role of prenatal nicotine exposure in apoptosis and proliferation of pancreatic beta cells|-139305657
5086|Role of prenatal nicotine exposure in apoptosis and proliferation of pancreatic beta cells|269
5086|Role of prenatal nicotine exposure in apoptosis and proliferation of pancreatic beta cells|-1288724850
5086|Role of prenatal nicotine exposure in apoptosis and proliferation of pancreatic beta cells|85
5086|Role of prenatal nicotine exposure in apoptosis and proliferation of pancreatic beta cells|-789431584
5086|Role of prenatal nicotine exposure in apoptosis and proliferation of pancreatic beta cells|934
5086|Role of prenatal nicotine exposure in apoptosis and proliferation of pancreatic beta cells|268
5086|Role of prenatal nicotine exposure in apoptosis and proliferation of pancreatic beta cells|-157431302
5086|Role of prenatal nicotine exposure in apoptosis and proliferation of pancreatic beta cells|-2136372495
5086|Role of prenatal nicotine exposure in apoptosis and proliferation of pancreatic beta cells|-2057764067
5086|Role of prenatal nicotine exposure in apoptosis and proliferation of pancreatic beta cells|-970493688
5086|Role of prenatal nicotine exposure in apoptosis and proliferation of pancreatic beta cells|-1580916940
5086|Role of prenatal nicotine exposure in apoptosis and proliferation of pancreatic beta cells|-1312872986
5086|Role of prenatal nicotine exposure in apoptosis and proliferation of pancreatic beta cells|380
5086|Role of prenatal nicotine exposure in apoptosis and proliferation of pancreatic beta cells|-304274141
5086|Role of prenatal nicotine exposure in apoptosis and proliferation of pancreatic beta cells|-588012892
5087|Role of proinflammatory cytokines in activation of p53 in major depressive disorder|6255
5087|Role of proinflammatory cytokines in activation of p53 in major depressive disorder|-604611896
5087|Role of proinflammatory cytokines in activation of p53 in major depressive disorder|-140547138
5087|Role of proinflammatory cytokines in activation of p53 in major depressive disorder|4487
5087|Role of proinflammatory cytokines in activation of p53 in major depressive disorder|376
5087|Role of proinflammatory cytokines in activation of p53 in major depressive disorder|4523
5087|Role of proinflammatory cytokines in activation of p53 in major depressive disorder|522
5087|Role of proinflammatory cytokines in activation of p53 in major depressive disorder|434
5087|Role of proinflammatory cytokines in activation of p53 in major depressive disorder|-51529972
5087|Role of proinflammatory cytokines in activation of p53 in major depressive disorder|-2095292541
5087|Role of proinflammatory cytokines in activation of p53 in major depressive disorder|915
5087|Role of proinflammatory cytokines in activation of p53 in major depressive disorder|-2087846031
5087|Role of proinflammatory cytokines in activation of p53 in major depressive disorder|-1888022047
5087|Role of proinflammatory cytokines in activation of p53 in major depressive disorder|-33613880
5087|Role of proinflammatory cytokines in activation of p53 in major depressive disorder|-1989270762
5087|Role of proinflammatory cytokines in activation of p53 in major depressive disorder|372
5087|Role of proinflammatory cytokines in activation of p53 in major depressive disorder|-729881764
5087|Role of proinflammatory cytokines in activation of p53 in major depressive disorder|73
5087|Role of proinflammatory cytokines in activation of p53 in major depressive disorder|-1112973635
5087|Role of proinflammatory cytokines in activation of p53 in major depressive disorder|86
5087|Role of proinflammatory cytokines in activation of p53 in major depressive disorder|-1068952805
5087|Role of proinflammatory cytokines in activation of p53 in major depressive disorder|-1557280925
5087|Role of proinflammatory cytokines in activation of p53 in major depressive disorder|-599543464
5087|Role of proinflammatory cytokines in activation of p53 in major depressive disorder|789
5087|Role of proinflammatory cytokines in activation of p53 in major depressive disorder|512
5087|Role of proinflammatory cytokines in activation of p53 in major depressive disorder|-706599398
5087|Role of proinflammatory cytokines in activation of p53 in major depressive disorder|-1000714101
5087|Role of proinflammatory cytokines in activation of p53 in major depressive disorder|4048
5087|Role of proinflammatory cytokines in activation of p53 in major depressive disorder|-7065981
5087|Role of proinflammatory cytokines in activation of p53 in major depressive disorder|1065
5087|Role of proinflammatory cytokines in activation of p53 in major depressive disorder|9133
5087|Role of proinflammatory cytokines in activation of p53 in major depressive disorder|-515480985
5087|Role of proinflammatory cytokines in activation of p53 in major depressive disorder|-1960999365
5087|Role of proinflammatory cytokines in activation of p53 in major depressive disorder|-1208796405
5087|Role of proinflammatory cytokines in activation of p53 in major depressive disorder|-1408646101
5087|Role of proinflammatory cytokines in activation of p53 in major depressive disorder|681
5087|Role of proinflammatory cytokines in activation of p53 in major depressive disorder|4203
5087|Role of proinflammatory cytokines in activation of p53 in major depressive disorder|-1432694657
5087|Role of proinflammatory cytokines in activation of p53 in major depressive disorder|912
5087|Role of proinflammatory cytokines in activation of p53 in major depressive disorder|-805128439
5087|Role of proinflammatory cytokines in activation of p53 in major depressive disorder|1075
5087|Role of proinflammatory cytokines in activation of p53 in major depressive disorder|-1244199208
5087|Role of proinflammatory cytokines in activation of p53 in major depressive disorder|4047
5087|Role of proinflammatory cytokines in activation of p53 in major depressive disorder|60
5087|Role of proinflammatory cytokines in activation of p53 in major depressive disorder|85
5087|Role of proinflammatory cytokines in activation of p53 in major depressive disorder|-461100556
5087|Role of proinflammatory cytokines in activation of p53 in major depressive disorder|-105797643
5088|Populations of skin dendritic cells involved in contact hypersensitivity|4513
5088|Populations of skin dendritic cells involved in contact hypersensitivity|-1076809575
5088|Populations of skin dendritic cells involved in contact hypersensitivity|-1614312575
5088|Populations of skin dendritic cells involved in contact hypersensitivity|-1892361936
5088|Populations of skin dendritic cells involved in contact hypersensitivity|4564
5088|Populations of skin dendritic cells involved in contact hypersensitivity|-891977716
5088|Populations of skin dendritic cells involved in contact hypersensitivity|2076
5088|Populations of skin dendritic cells involved in contact hypersensitivity|4564
5088|Populations of skin dendritic cells involved in contact hypersensitivity|9117
5088|Populations of skin dendritic cells involved in contact hypersensitivity|4513
5088|Populations of skin dendritic cells involved in contact hypersensitivity|490
5088|Populations of skin dendritic cells involved in contact hypersensitivity|-891977716
5088|Populations of skin dendritic cells involved in contact hypersensitivity|-1235020682
5088|Populations of skin dendritic cells involved in contact hypersensitivity|-1614312575
5088|Populations of skin dendritic cells involved in contact hypersensitivity|-1076809575
5088|Populations of skin dendritic cells involved in contact hypersensitivity|4564
5088|Populations of skin dendritic cells involved in contact hypersensitivity|7009
5088|Populations of skin dendritic cells involved in contact hypersensitivity|490
5088|Populations of skin dendritic cells involved in contact hypersensitivity|2482
5088|Populations of skin dendritic cells involved in contact hypersensitivity|2076
5088|Populations of skin dendritic cells involved in contact hypersensitivity|-1614312575
5088|Populations of skin dendritic cells involved in contact hypersensitivity|490
5088|Populations of skin dendritic cells involved in contact hypersensitivity|-1999091005
5088|Populations of skin dendritic cells involved in contact hypersensitivity|4124
5088|Populations of skin dendritic cells involved in contact hypersensitivity|9117
5088|Populations of skin dendritic cells involved in contact hypersensitivity|122
5088|Populations of skin dendritic cells involved in contact hypersensitivity|-891977716
5088|Populations of skin dendritic cells involved in contact hypersensitivity|4123
5088|Populations of skin dendritic cells involved in contact hypersensitivity|4124
5088|Populations of skin dendritic cells involved in contact hypersensitivity|9108
5088|Populations of skin dendritic cells involved in contact hypersensitivity|2076
5088|Populations of skin dendritic cells involved in contact hypersensitivity|4564
5088|Populations of skin dendritic cells involved in contact hypersensitivity|-270851058
5088|Populations of skin dendritic cells involved in contact hypersensitivity|-1892361936
5088|Populations of skin dendritic cells involved in contact hypersensitivity|9108
5088|Populations of skin dendritic cells involved in contact hypersensitivity|-1892361936
5088|Populations of skin dendritic cells involved in contact hypersensitivity|9108
5088|Populations of skin dendritic cells involved in contact hypersensitivity|490
5088|Populations of skin dendritic cells involved in contact hypersensitivity|9117
5088|Populations of skin dendritic cells involved in contact hypersensitivity|2076
5088|Populations of skin dendritic cells involved in contact hypersensitivity|2482
5088|Populations of skin dendritic cells involved in contact hypersensitivity|4513
5089|Stem cells_H3K4 demethylases in stem cell maintenance|6331
5089|Stem cells_H3K4 demethylases in stem cell maintenance|-1859973767
5089|Stem cells_H3K4 demethylases in stem cell maintenance|-1430004887
5089|Stem cells_H3K4 demethylases in stem cell maintenance|4387
5089|Stem cells_H3K4 demethylases in stem cell maintenance|4470
5089|Stem cells_H3K4 demethylases in stem cell maintenance|-1890891081
5089|Stem cells_H3K4 demethylases in stem cell maintenance|257
5089|Stem cells_H3K4 demethylases in stem cell maintenance|-592889684
5089|Stem cells_H3K4 demethylases in stem cell maintenance|-1079416522
5089|Stem cells_H3K4 demethylases in stem cell maintenance|-1997093585
5089|Stem cells_H3K4 demethylases in stem cell maintenance|6035
5089|Stem cells_H3K4 demethylases in stem cell maintenance|2101
5089|Stem cells_H3K4 demethylases in stem cell maintenance|-1092872910
5089|Stem cells_H3K4 demethylases in stem cell maintenance|-883968846
5089|Stem cells_H3K4 demethylases in stem cell maintenance|-676038801
5089|Stem cells_H3K4 demethylases in stem cell maintenance|-567321357
5089|Stem cells_H3K4 demethylases in stem cell maintenance|-1584981221
5089|Stem cells_H3K4 demethylases in stem cell maintenance|1065
5089|Stem cells_H3K4 demethylases in stem cell maintenance|-1108183865
5089|Stem cells_H3K4 demethylases in stem cell maintenance|-1545880960
5089|Stem cells_H3K4 demethylases in stem cell maintenance|995
5089|Stem cells_H3K4 demethylases in stem cell maintenance|6197
5089|Stem cells_H3K4 demethylases in stem cell maintenance|-860435945
5089|Stem cells_H3K4 demethylases in stem cell maintenance|8238
5089|Stem cells_H3K4 demethylases in stem cell maintenance|-1153977245
5089|Stem cells_H3K4 demethylases in stem cell maintenance|-188755278
5089|Stem cells_H3K4 demethylases in stem cell maintenance|3020
5089|Stem cells_H3K4 demethylases in stem cell maintenance|824025730
5089|Stem cells_H3K4 demethylases in stem cell maintenance|-932789206
5089|Stem cells_H3K4 demethylases in stem cell maintenance|-2018035122
5089|Stem cells_H3K4 demethylases in stem cell maintenance|-790865158
5089|Stem cells_H3K4 demethylases in stem cell maintenance|2032
5098|Arsenite metabolism and transport|-757074513
5098|Arsenite metabolism and transport|-732257298
5098|Arsenite metabolism and transport|-1953232465
5098|Arsenite metabolism and transport|-1881900103
5098|Arsenite metabolism and transport|-155549636
5098|Arsenite metabolism and transport|-1848497589
5098|Arsenite metabolism and transport|-304916928
5098|Arsenite metabolism and transport|-1069309431
5098|Arsenite metabolism and transport|-553841998
5098|Arsenite metabolism and transport|-1627141230
5098|Arsenite metabolism and transport|-2138694
5098|Arsenite metabolism and transport|-1324534149
5098|Arsenite metabolism and transport|-1367666924
5098|Arsenite metabolism and transport|-1212120344
5098|Arsenite metabolism and transport|-1969021422
5098|Arsenite metabolism and transport|-1463444081
5098|Arsenite metabolism and transport|-128822840
5098|Arsenite metabolism and transport|-430620267
5098|Arsenite metabolism and transport|-457644353
5098|Arsenite metabolism and transport|8182
5098|Arsenite metabolism and transport|-152623777
5098|Arsenite metabolism and transport|8167
5098|Arsenite metabolism and transport|2660
5098|Arsenite metabolism and transport|-505711945
5098|Arsenite metabolism and transport|-1169009678
5098|Arsenite metabolism and transport|-409600537
5098|Arsenite metabolism and transport|-1839281477
5098|Arsenite metabolism and transport|-1783790548
5098|Arsenite metabolism and transport|-750647359
5098|Arsenite metabolism and transport|-1032428231
5098|Arsenite metabolism and transport|-1605621965
5098|Arsenite metabolism and transport|-670508115
5098|Arsenite metabolism and transport|-401400015
5098|Arsenite metabolism and transport|-1899126884
5098|Arsenite metabolism and transport|-360291381
5098|Arsenite metabolism and transport|-1584558189
5098|Arsenite metabolism and transport|-953850315
5098|Arsenite metabolism and transport|-2133148859
5098|Arsenite metabolism and transport|-1945604623
5098|Arsenite metabolism and transport|-1082307734
5098|Arsenite metabolism and transport|-1316843832
5098|Arsenite metabolism and transport|-70864106
5098|Arsenite metabolism and transport|-381305925
5098|Arsenite metabolism and transport|8178
5098|Arsenite metabolism and transport|-655034001
5098|Arsenite metabolism and transport|-523440531
5098|Arsenite metabolism and transport|-1919016434
5098|Arsenite metabolism and transport|-1860564575
5098|Arsenite metabolism and transport|-1646278648
5098|Arsenite metabolism and transport|-1004273199
5098|Arsenite metabolism and transport|-231810196
5098|Arsenite metabolism and transport|-158387531
5098|Arsenite metabolism and transport|-1176161275
5098|Arsenite metabolism and transport|-1369945029
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|9148
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|-1605571570
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|8032
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|2636
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|1014
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|-1239198771
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|1004
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|1071
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|2162
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|-1074992000
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|680
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|487
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|738
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|6436
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|-364786138
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|800
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|-2140240404
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|4311
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|6403
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|7036
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|-335567511
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|6146
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|-1971635958
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|284
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|2377
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|-1619156589
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|4139
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|2093
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|427
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|2686
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|-1572277850
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|639
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|831
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|-1055059949
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|112
5110|Influence of multiple myeloma cells on bone marrow stromal cells|-737342091
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|4366
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|2164
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|886
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|631
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|2836
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|589
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|8078
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|-248610150
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|9188
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|80
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|820
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|160
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|241
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|889
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|591
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|486
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|6102
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|2182
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|336
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|4310
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|6145
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|611
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|7003
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|2123
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|6072
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|699
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|4323
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|53
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|-1699827413
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|-1865419428
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|9075
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|6381
5108|Stem cells_Stimulation of differentiation of mouse embryonic fibroblasts into adipocytes by extracellular factors|161
