entrez_id	gene_name
101927396	LINC01514
594838	SNORD100
349149	GJC3
1842	ECM2
3597	IL13RA1
338674	OR5F1
84283	TMEM79
219487	OR5M11
9933	PUM3
100033433	SNORD116-22
91056	AP5B1
724031	MIR661
60672	MIIP
140686	WFDC3
388886	LRRC75B
161247	FITM1
400360	C15orf54
730811	MYT1L-AS1
284184	C17orf89
2792	GNGT1
728049	CT47A8
3422	IDI1
283093	OR4C12
100505624	GTF3C2-AS1
100302158	MIR1231
100422946	MIR3116-2
114792	KLHL32
54901	CDKAL1
23243	ANKRD28
100129597	LINC00462
5587	PRKD1
8383	OR1A1
7366	UGT2B15
51761	ATP8A2
23108	RAP1GAP2
101929127	PGM5P3-AS1
414763	BMS1P18
90196	SYS1
1308	COL17A1
4088	SMAD3
101929238	C3orf67-AS1
51231	VRK3
340357	LOC340357
3485	IGFBP2
100616250	MIR3960
440699	LRRC52
202	AIM1
100616405	MIR4518
101928913	LINC01515
56246	MRAP
54878	DPP8
10454	TAB1
100289211	LINC00624
90987	ZNF251
2742	GLRA2
54834	GDAP2
55063	ZCWPW1
8569	MKNK1
285231	FBXW12
8531	YBX3
956	ENTPD3
146050	ZSCAN29
112609	MRAP2
54903	MKS1
147409	DSG4
6613	SUMO2
23468	CBX5
1961	EGR4
23545	ATP6V0A2
342371	ATXN1L
64943	NT5DC2
348303	SELV
51085	MLXIPL
11113	CIT
254295	PHYHD1
3805	KIR2DL4
23109	DDN
57410	SCYL1
3759	KCNJ2
643072	LOC643072
9719	ADAMTSL2
143879	KBTBD3
101928988	LOC101928988
122509	IFI27L1
1748	DLX4
440900	LINC01191
5165	PDK3
84317	CCDC115
54939	COMMD4
102060282	RASSF1-AS1
3972	LHB
3181	HNRNPA2B1
2063	NR2F6
248	ALPI
642623	UBTFL1
91734	IDI2
126637	TCHHL1
54487	DGCR8
113540	CMTM1
100847076	MIR5580
10100	TSPAN2
94121	SYTL4
26819	SNORD32A
3357	HTR2B
283092	OR4C13
100847024	MIR5698
64600	PLA2G2F
55837	EAPP
353091	RAET1G
7851	MALL
353500	BMP8A
338963	LOC338963
26779	SNORA69
122553	TRAPPC6B
11052	CPSF6
406993	MIR211
389320	TEX43
2916	GRM6
724032	MIR662
60386	SLC25A19
730101	LOC730101
3675	ITGA3
11345	GABARAPL2
1949	EFNB3
128486	FITM2
4728	NDUFS8
102466872	MIR7975
100130452	LOC100130452
780853	SNORD3C
55652	SLC48A1
101928017	UBXN10-AS1
594837	SNORD101
2793	GNGT2
100506775	LINC01353
50862	RNF141
5568	PRKACG
645864	MAGEB17
3956	LGALS1
693135	MIR551A
124872	B4GALNT2
399717	GATA3-AS1
100033434	SNORD116-23
55505	NOP10
57524	CASKIN1
3598	IL13RA2
728042	CT47A9
439936	C5orf17
152098	ZCWPW2
27253	PCDH17
647107	LINC01192
55709	KBTBD4
3760	KCNJ3
2872	MKNK2
5649	RELN
2917	GRM7
283358	B4GALNT3
23766	GABARAPL3
3358	HTR2C
5588	PRKCQ
8001	GLRA3
5229	PGGT1B
83989	FAM172A
100616221	MIR4662A
8528	DDO
25865	PRKD2
9583	ENTPD4
23353	SUN1
5166	PDK4
28991	COMMD5
8814	CDKL1
645121	CCNI2
656	BMP8B
23168	RTF1
146225	CMTM2
29127	RACGAP1
85377	MICALL1
3551	IKBKB
644809	C15orf56
3676	ITGA4
149708	WFDC5
7538	ZFP36
10099	TSPAN3
134728	IRAK1BP1
25885	POLR1A
26771	SNORD102
79869	CPSF7
105682749	CCEPR
55164	SHQ1
10745	PHTF1
164592	CCDC116
57188	ADAMTSL3
3957	LGALS2
9920	KBTBD11
2743	GLRB
83982	IFI27L2
7166	TPH1
84330	ZNF414
51020	HDDC2
730102	LOC730102
91039	DPP9
119437	CTAGE7P
84941	HSH2D
23118	TAB2
618	BCYRN1
1362	CPD
55681	SCYL2
90353	CTU1
101929025	LINC01516
102725541	ELDR
51050	PI15
100132686	LOC100132686
90580	C19orf52
9587	MAD2L1BP
25787	DGCR9
51559	NT5DC3
161742	SPRED1
406994	MIR212
147463	ANKRD29
84930	MASTL
101929762	LOC101929762
79661	NEIL1
11211	FZD10
728819	C1GALT1C1L
57513	CASKIN2
23466	CBX6
100506795	LINC01354
256472	TMEM151A
122945	NOXRED1
123103	KLHL33
26762	HAVCR1
86	ACTL6A
101928922	LINC00463
4089	SMAD4
100288152	LOC100288152
125113	KRT222
84314	TMEM107
653492	PSG10P
3651	PDX1
94122	SYTL5
9447	AIM2
116150	NUS1
91149	RAPGEF4-AS1
7151	TOP1P1
9808	KIAA0087
23616	SH3BP1
693136	MIR551B
100500821	MIR3910-1
3486	IGFBP3
7259	TSPYL1
105373383	LOC105373383
780854	SNORD3D
27040	LAT
958	CD40
51163	DBR1
102465857	MIR7976
100033435	SNORD116-24
6612	SUMO3
100847086	MIR5699
51027	BOLA1
100847010	MIR5581
100616231	MIR4519
10488	CREB3
1749	DLX5
100129617	LOC100129617
100130613	PRR32
100289656	LOC100289656
100507290	ZNF865
100616292	MIR4690
286514	MAGEB18
26189	OR1A2
692092	SNORD32B
1363	CPE
4928	NUP98
607	BCL9
7539	ZFP37
101929268	LOC101929268
2918	GRM8
401398	POT1-AS1
121278	TPH2
8029	CUBN
143570	XRRA1
22881	ANKRD6
1750	DLX6
338707	B4GALNT4
348980	HCN1
100616255	MIR4662B
441151	TMEM151B
80312	TET1
170622	COMMD6
100847044	MIR5087
6117	RPA1
79778	MICALL2
7106	TSPAN4
348180	CTU2
23492	CBX7
161882	ZFPM1
348120	LINC01193
51145	LOC51145
3761	KCNJ4
2033	EP300
100302196	MIR1234
11120	BTN2A1
241	ALOX5AP
150275	CCDC117
7409	VAV1
22889	KIAA0907
3487	IGFBP4
100506682	LOC100506682
50617	ATP6V0A4
66000	TMEM108
957	ENTPD5
1786	DNMT1
128826	MIR1-1HG
257240	KLHL34
8999	CDKL2
23059	CLUAP1
133686	NADK2
339768	ESPNL
8729	GBF1
101929218	LINC01517
145773	FAM81A
23621	BACE1
730092	RRN3P1
51412	ACTL6B
257397	TAB3
10111	RAD50
389257	LRRC14B
51520	LARS
9898	UBAP2L
100873986	FGF12-AS1
57157	PHTF2
84172	POLR1B
25777	SUN2
4090	SMAD5
100996511	LINC01355
100996939	PYURF
3678	ITGA5
387082	SUMO4
23683	PRKD3
100130967	C6orf99
7367	UGT2B17
54510	PCDH18
645513	LOC645513
55786	ZNF415
166348	KBTBD12
124925	SEZ6
221476	PI16
252969	NEIL2
90416	C15orf57
3547	IGSF1
100847020	MIR5582
131450	CD200R1
275	AMT
56664	VTRNA1-1
123920	CMTM3
200734	SPRED2
100289495	LOC100289495
101928539	LOC101928539
7152	TOP1P2
2267	FGL1
28974	C19orf53
253190	SERHL2
100379249	BOK-AS1
54507	ADAMTSL4
284618	RUSC1-AS1
100506844	LOC100506844
79100	LINC00626
55753	OGDHL
101929312	LOC101929312
100288413	ERVMER34-1
374659	HDDC3
3958	LGALS3
56242	ZNF253
6452	SH3BP2
54998	AURKAIP1
64061	TSPYL2
7019	TFAM
165545	DQX1
100616403	MIR4691
1822	ATN1
441509	GLRA4
102577426	LOC102577426
140870	WFDC6
84868	HAVCR2
57147	SCYL3
100500902	MIR3910-2
102465858	MIR7977
407018	MIR27A
2243	FGA
147011	PROCA1
100033436	SNORD116-25
219858	OR8B12
84789	MGC2889
81309	OR4C15
100316868	HOTTIP
103352541	LOC103352541
552900	BOLA2
170685	NUDT10
5888	RAD51
6745	SSR1
10907	TXNL4A
754	PTTG1IP
4091	SMAD6
10098	TSPAN5
249	ALPL
3836	KPNA1
5451	POU2F1
9586	CREB5
54790	TET2
100133461	LOC100133461
7410	VAV2
1407	CRY1
339366	ADAMTSL5
2935	GSPT1
7791	ZYX
404663	LINC01194
55247	NEIL3
3488	IGFBP5
153643	FAM81B
7073	TIAL1
6118	RPA2
100533181	FXYD6-FXYD2
6624	FSCN1
10461	MERTK
219428	OR4C16
3655	ITGA6
2335	FN1
55313	CPPED1
9534	ZNF254
10385	BTN2A2
407046	MIR9-1
23414	ZFPM2
7528	YY1
29965	CDIP1
28954	REM1
64756	ATPAF1
55659	ZNF416
25825	BACE2
440567	UQCRHL
51265	CDKL3
23019	CNOT1
146223	CMTM4
2551	GABPA
4121	MAN1A1
285527	FRYL
55267	PRR34
54443	ANLN
4184	SMCP
610	HCN2
10605	PAIP1
83939	EIF2A
81854	ZNF205-AS1
93190	C1orf158
155051	CRYGN
100507203	SMLR1
399815	LOC399815
221786	FAM200A
57526	PCDH19
388962	BOLA3
22907	DHX30
955	ENTPD6
3960	LGALS4
5742	PTGS1
56663	VTRNA1-2
56311	ANKRD7
161753	ODF3L1
101928001	PRKCA-AS1
100996702	LINC01356
23251	KIAA1024
55190	NUDT11
138883	OR1N1
2244	FGB
150082	LCA5L
149951	COMMD7
5988	RFPL1
284325	C19orf54
102465859	MIR7978
100507316	MINCR
79073	TMEM109
3762	KCNJ5
22808	MRAS
79624	ARMT1
653390	RRN3P2
283212	KLHL35
401074	LINC00960
28512	NKIRAS1
645591	LHFPL3-AS1
101929397	LINC01518
10875	FGL2
29057	FAM156A
1195	CLK1
79709	COLGALT1
389692	MAFA
100874374	ARHGEF38-IT1
27069	GHITM
100847074	MIR5088
100130950	LOC100130950
256979	SUN3
9536	PTGES
692227	SNORD104
407019	MIR27B
51725	FBXO40
390594	KBTBD13
406996	MIR214
5375	PMP2
100288615	WHAMMP1
89890	KBTBD6
100033438	SNORD116-26
100506188	LOC100506188
219527	LRRC55
93343	MVB12A
63943	FKBPL
100126315	MIR665
728642	CDK11A
100616410	MIR4692
399473	SPRED3
2290	FOXG1
1590	CYP21A1P
57332	CBX8
51499	TRIAP1
100126784	LOC100126784
9533	POLR1C
203547	VMA21
100506275	KRBOX1-AS1
537	ATP6AP1
1176	AP3S1
90199	WFDC8
79786	KLHL36
5151	PDE8A
7010	TEK
89853	MVB12B
6119	RPA3
5329	PLAUR
10905	MAN1A2
3763	KCNJ6
4790	NFKB1
440253	WHAMMP2
9055	PRC1
115399	LRRC56
200424	TET3
4811	NID1
199899	LINC00466
83546	RTBDN
8404	SPARCL1
100131998	RRN3P3
79567	FAM65A
10451	VAV3
5862	RAB2A
79829	NAA40
23677	SH3BP4
8602	NOP14
390660	ADAMTS7P1
984	CDK11B
79755	ZNF750
5743	PTGS2
102467222	LOC102467222
554235	ASPDH
51338	MS4A4A
1196	CLK2
26984	SEC22A
150726	FBXO41
84888	SPPL2A
348249	CCL15-CCL14
23127	COLGALT2
87769	GGACT
100996654	LOC100996654
5893	RAD52
4848	CNOT2
1153	CIRBP
25794	FSCN2
344387	CDKL4
153830	RNF145
101929746	ZNF341-AS1
147687	ZNF417
3321	IGSF3
253264	ZNF503-AS1
85360	SYDE1
91647	ATPAF2
1409	CRYAA
10739	RFPL2
5452	POU2F2
51082	POLR1D
6776	STAT5A
57657	HCN3
57089	ENTPD7
84078	KBTBD7
6746	SSR2
1140	CHRNB1
100507178	SLFNL1-AS1
284451	ODF3L2
23270	TSPYL4
54957	TXNL4B
4046	LSP1
55255	WDR41
162632	USP32P1
158376	LINC00961
28511	NKIRAS2
723809	LHFPL3-AS2
7200	TRH
553115	PEF1
3679	ITGA7
9597	SMAD5-AS1
2693	GHSR
10159	ATP6AP2
4580	MTX1
54991	C1orf159
104266959	LINC01195
100128071	FAM229A
4092	SMAD7
1408	CRY2
9197	SLC33A1
127841	LINC00628
138882	OR1N2
388135	C15orf59
83594	NUDT12
256297	PTF1A
8815	BANF1
101927488	LOC101927488
9935	MAFB
100131347	LOC100131347
100147773	LOC100147773
100302242	MIR1236
100847089	MIR5584
643733	LOC643733
54951	COMMD8
10097	ACTR2
51247	PAIP2
146325	PRR35
100506071	LOC100506071
79095	C9orf16
646024	RAET1K
5003	SLC22A18AS
3838	KPNA2
11317	RBPJL
4598	MVK
100873945	HLTF-AS1
101929624	LINC01519
389898	UBE2NL
9641	IKBKE
100033439	SNORD116-27
285550	FAM200B
55299	BRIX1
406997	MIR215
3489	IGFBP6
140258	KRTAP13-1
100847067	MIR5089
116173	CMTM5
692229	SNORD105
100616457	MIR4693
693130	MIR548D1
63901	FAM111A
161253	REM2
5068	REG3A
407047	MIR9-2
7105	TSPAN6
23708	GSPT2
56662	VTRNA1-3
404281	YY2
727866	FAM156B
54455	FBXO42
80157	CWH43
5095	PCCA
643955	ZNF733P
101926925	LINC01358
4849	CNOT3
9467	SH3BP5
140732	SUN5
4897	NRCAM
960	CD44
693131	MIR548D2
102467223	LOC102467223
10239	AP3S2
221960	CCZ1B
55697	VAC14
102723831	LOC102723831
8516	ITGA8
3813	KIR3DS1
6792	CDKL5
100847018	MIR5585
728858	C12orf71
23421	ITGB3BP
10096	ACTR3
100131213	ZNF503-AS2
84791	LINC00467
10848	PPP1R13L
8540	AGPS
55591	VEZT
727957	MROH1
133688	UGT3A1
255252	LRRC57
29099	COMMD9
100128568	LOC100128568
400619	LINC00511
2192	FBLN1
1277	COL1A1
29935	RPA4
9554	SEC22B
255654	LOC255654
10021	HCN4
79887	PLBD1
100132077	LOC100132077
10651	MTX2
6747	SSR3
4255	MGMT
100126780	SNAR-G1
11251	PTGDR2
84144	SYDE2
25802	LMOD1
3431	SP110
728661	SLC35E2B
56928	SPPL2B
7156	TOP3A
85453	TSPYL5
386653	IL31
6184	RPN1
339005	WHAMMP3
7102	TSPAN7
29999	FSCN3
10772	SRSF10
8622	PDE8B
9750	FAM65B
80217	CFAP43
100302280	MIR1237
56	ACRV1
6737	TRIM21
147686	ZNF418
3490	IGFBP7
140836	BANF2
25961	NUDT13
4791	NFKB2
1410	CRYAB
407051	MIR9-3
1141	CHRNB2
9786	KIAA0586
259240	WFDC9
25833	POU2F3
101929153	LOC101929153
122416	ANKRD9
100033820	SNORD116-28
80227	PAAF1
55760	DHX32
3839	KPNA3
54757	FAM20A
6100	RP9
5716	PSMD10
257177	CFAP126
1198	CLK3
91975	ZNF300
10738	RFPL3
374393	FAM111B
6396	SEC13
81847	RNF146
84541	KBTBD8
284900	TTC28-AS1
100874211	MID1IP1-AS1
22795	NID2
100616426	MIR4694
100422899	MIR3190
102724855	CTD-2151A2.1
79183	TTPAL
54918	CMTM6
1606	DGKA
285877	POM121L12
284677	C1orf204
9940	DLEC1
619208	FAM229B
284661	LOC284661
84920	ALG10
10172	ZNF256
729603	LOC729603
885	CCK
154064	RAET1L
1810	DR1
101929315	LOC101929315
439996	IFIT1B
347411	MPC1L
6777	STAT5B
440982	LOC440982
100313843	MIR711
24144	TFIP11
9804	TOMM20
104797536	LINC01402
377841	ENTPD8
199834	LCE4A
8834	TMEM11
441581	FRG2B
51471	NAT8B
54627	MAP10
80164	PRR36
574469	MIR519B
220594	USP32P2
64425	POLR1E
200916	RPL22L1
9284	NPIPA1
84932	RAB2B
100506757	LINC00629
337959	KRTAP13-2
100133957	UXT-AS1
5096	PCCB
338	APOB
1607	DGKB
3680	ITGA9
55779	CFAP44
57648	KIAA1522
102467224	LOC102467224
5156	PDGFRA
83643	CCDC3
3840	KPNA4
3242	HPD
51733	UPB1
54819	ZCCHC10
84549	MAK16
140876	FAM65C
340359	KLHL38
6185	RPN2
100302226	MIR1238
8658	TNKS
442721	LMOD2
112616	CMTM7
4850	CNOT4
81553	FAM49A
93432	MGAM2
93649	MYOCD
51065	RPS27L
113835	ZNF257
57396	CLK4
407	ARR3
38	ACAT1
646903	LOC646903
100033460	SNORD115-20
166979	CDC20B
84629	TNRC18
56907	SPIRE1
100506190	LINC00963
150084	IGSF5
100874014	NAV2-AS2
100170228	SNAR-G2
2199	FBLN2
2774	GNAL
1603	DAD1
84950	PRPF38A
440138	ALG11
196463	PLBD2
101929154	LOC101929154
7103	TSPAN8
10346	TRIM22
100132735	LOC100132735
221262	CCDC162P
403150	FLJ31356
4093	SMAD9
26146	TRAF3IP1
441251	SPDYE7P
9712	USP6NL
221806	VWDE
9235	IL32
167127	UGT3A2
101929767	LOC101929767
2897	GRIK1
101927084	LINC01359
5717	PSMD11
9917	FAM20B
574466	MIR519C
1163	CKS1B
100033821	SNORD116-29
399821	FLJ37035
8940	TOP3B
8590	OR6A2
284729	ESPNP
100529067	SERF2-C15ORF63
100132078	LOC100132078
400456	LINC01197
100507577	LOC100507577
79785	RERGL
10858	CYP46A1
100506730	LOC100506730
285740	PHACTR2-AS1
768214	MIR668
8517	IKBKG
1278	COL1A2
95	ACY1
100422832	MIR3191
116064	LRRC58
253044	LINGO1-AS1
1939	EIF2D
162540	SPPL2C
79173	C19orf57
1142	CHRNB3
9295	SRSF11
387758	FIBIN
56919	DHX33
56120	PCDHGB8P
1652	DDT
8624	PSMG1
101929582	LINC01241
100616120	MIR4695
79744	ZNF419
375743	PTAR1
6748	SSR4
337960	KRTAP13-3
9117	SEC22C
286151	FBXO43
345778	MTX3
388951	TSPYL6
406999	MIR217
91380	SNORD107
100874136	LINC00350
100288801	FRG2C
4284	MIP
23160	WDR43
100302193	MIR1255A
353174	ZACN
100847013	MIR5692B
55600	ITLN1
51491	NOP16
256281	NUDT14
219477	OR8J1
642799	NPIPA2
3764	KCNJ8
3963	LGALS7
56033	BARX1
100847088	MIR5586
100505795	LOC100505795
100873921	SYP-AS1
2222	FDFT1
8500	PPFIA1
8178	ELL
55750	AGK
101929344	LINC01198
51571	FAM49B
2898	GRIK2
7699	ZNF140
1271	CNTFR
55379	LRRC59
7439	BEST1
3964	LGALS8
100874137	LINC00351
256880	LOC256880
92140	MTDH
164684	WBP2NL
10989	IMMT
4205	MEF2A
23318	ZCCHC11
284	ANGPT1
4045	LSAMP
5159	PDGFRB
1457	CSNK2A1
57085	AGTRAP
1763	DNA2
7483	WNT9A
101054525	LOC101054525
90865	IL33
400221	FLJ22447
23509	POFUT1
84501	SPIRE2
10758	TRAF3IP2
84135	UTP15
10867	TSPAN9
93953	ACRC
100033603	SNORD115-21
23144	ZC3H3
8539	API5
122773	KLHDC1
56975	FAM20C
5537	PPP6C
4163	MCC
56984	PSMG2
9807	IP6K1
92070	CTBP1-AS2
152189	CMTM8
152518	NFXL1
4004	LMO1
80176	SPSB1
50853	VILL
63970	TP53AIP1
8538	BARX2
8772	FADD
284825	LOC284825
8115	TCL1A
5718	PSMD12
142683	ITLN2
64374	SIL1
373	TRIM23
10439	OLFM1
283982	LINC00469
645745	MT1HL1
654433	PAX8-AS1
4179	CD46
8878	SQSTM1
54521	WDR44
56203	LMOD3
1143	CHRNB4
55729	ATF7IP
3841	KPNA5
101515984	LINC01080
100874237	CACNA2D3-AS1
8888	MCM3AP
151056	PLB1
3373	HYAL1
10212	DDX39A
25790	CFAP45
39	ACAT2
79087	ALG12
401497	LINC01242
574475	MIR526A1
574480	MIR519D
135295	SRSF12
2315	MLANA
84957	RELT
8564	KMO
102723833	LOC102723833
83475	DOHH
102467225	LOC102467225
55119	PRPF38B
3765	KCNJ9
9704	DHX34
55270	NUDT15
55900	ZNF302
101928790	PEX5L-AS2
93611	FBXO44
23481	PES1
26687	OR4E1
10261	IGSF6
372	ARCN1
102723510	LCMT1-AS1
157381	LINC00964
51300	TIMMDC1
79913	ACTR5
64065	PERP
100847028	MIR5587
378925	RNF148
338427	SNORD108
389199	LOC389199
250	ALPP
101929478	LINGO1-AS2
100616294	MIR4740
284827	KRTAP13-4
51729	WBP11
319085	ITPK1-AS1
642778	NPIPA3
285429	DCAF4L1
406892	MIR100
56993	TOMM22
728568	C12orf73
100422875	MIR3192
148738	HFE2
100616402	MIR4696
285	ANGPT2
5719	PSMD13
51663	ZFR
91653	BOC
146433	IL34
8499	PPFIA2
647946	MIR924HG
54777	CFAP46
388324	INCA1
178	AGL
51447	IP6K2
8708	B3GALT1
8527	DGKD
23211	ZC3H4
2899	GRIK3
1459	CSNK2A2
57472	CNOT6
80342	TRAF3IP3
23633	KPNA6
8204	NRIP1
100526836	BLOC1S5-TXNDC5
101927374	LOC101927374
126133	ALDH16A1
101154687	LINC01081
6323	SCN1A
3965	LGALS9
7700	ZNF141
138009	DCAF4L2
100033799	SNORD115-22
93145	OLFM2
10393	ANAPC10
9617	MTRF1
100506688	LOC100506688
100616139	MIR4741
55301	OLAH
163882	CNST
10090	UST
200933	FBXO45
100271849	MEF2B
6902	TBCA
8805	TRIM24
60625	DHX35
101927987	LOC101927987
349196	LINC00965
100874010	NLGN1-AS1
3704	ITPA
84727	SPSB2
100271832	LOC100271832
26082	DKFZP434L187
80174	DBF4B
23764	MAFF
57650	KIAA1524
51174	TUBD1
100505841	LOC100505841
7484	WNT9B
100130298	LOC100130298
5641	LGMN
4005	LMO2
9640	ZNF592
100526693	ARPC4-TTLL3
338809	C12orf74
100616119	MIR4697
26686	OR4E2
392376	OR13C2
3883	KRT33A
122953	JDP2
79868	ALG13
442245	GSTM2P1
1534	CYB561
101928969	RHOXF1-AS1
23275	POFUT2
84548	TMEM185A
91703	ACY3
399876	NAV2-AS4
64431	ACTR6
22824	HSPA4L
23588	KLHDC2
347	APOD
646743	LOC646743
284996	RNF149
8692	HYAL2
3959	LGALS3BP
102467226	LOC102467226
158	ADSL
961	CD47
11152	WDR45
440153	OR11H12
653689	GSTT2B
131870	NUDT16
642846	LOC642846
2629	GBA
54831	BEST2
11218	DDX20
54552	GNL3L
2266	FGG
100506655	LCMT1-AS2
693137	MIR552
100847054	MIR5588
93622	LOC93622
81168	OR8J3
574463	MIR519E
1427	CRYGS
9623	TCL1B
100422904	MIR3193
574486	MIR526A2
7918	GPANK1
80262	C16orf70
283875	LINC00514
973	CD79A
7919	DDX39B
101928736	MIR762HG
100131138	LINC01405
170261	ZCCHC12
84262	PSMG3
128372	OR6N1
81539	SLC38A1
63932	CXorf56
286464	CFAP47
10516	FBLN5
196441	ZFC3H1
102659288	KCCAT333
79165	LENG1
286749	STON1-GTF2A1L
79134	TMEM185B
26207	PITPNC1
199857	ALG14
657	BMPR1A
170506	DHX36
2900	GRIK4
7706	TRIM25
29881	NPC1L1
55064	SPATA6L
8030	CCDC6
389690	MROH5
962	CD48
101927870	LOC101927870
8218	CLTCL1
144453	BEST3
9961	MVP
5371	PML
101180901	IPO11-LRRC70
23077	MYCBP2
55885	LMO3
89848	FCHSD1
146562	C16orf71
387882	C12orf75
1155	TBCB
2006	ELN
9843	HEPH
25836	NIPBL
116138	KLHDC3
100129345	LOC100129345
644714	LIMD1-AS1
3884	KRT33B
1469	CST1
10213	PSMD14
2984	GUCY2C
4208	MEF2C
219736	STOX1
9277	WDR46
101928266	LOC101928266
83714	NRIP2
100616468	MIR4742
8526	DGKE
401535	C9orf170
25911	DPCD
84140	FAM161A
8372	HYAL3
94239	H2AFV
6324	SCN1B
8541	PPFIA3
54431	DNAJC10
100506542	LINC01082
5316	PKNOX1
9924	PAN2
402569	KPNA7
23403	FBXO46
118427	OLFM3
822	CAPG
1558	CYP2C8
646658	SYNDIG1L
57343	ZNF304
4097	MAFG
389362	PSMG4
4082	MARCKS
29883	CNOT7
7701	ZNF142
117283	IP6K3
56269	IRGC
91624	NEXN
93185	IGSF8
100506076	LOC100506076
55611	OTUB1
23642	SNHG1
282566	LINC00515
283106	CSNK2A3
100874012	NAV2-AS5
51529	ANAPC11
693138	MIR553
974	CD79B
100288332	NPIPA5
1460	CSNK2B
100616486	MIR4698
100506243	KRBOX1
89872	AQP10
200035	NUDT17
101929319	LOC101929319
6066	RNU2-1
728392	LOC728392
100422889	MIR3194
8707	B3GALT2
90864	SPSB3
100874139	LINC00353
728554	LOC728554
81442	OR6N2
4234	METTL1
9188	DDX21
51042	ZNF593
5538	PPT1
138803	OR13C3
389874	ZCCHC13
100033800	SNORD115-23
533	ATP6V0B
348	APOE
390756	OR3A4P
574411	MIR451A
100847093	MIR5589
51378	ANGPT4
5590	PRKCZ
157695	TDRP
9873	FCHSD2
6711	SPTBN1
63876	PKNOX2
29035	C16orf72
4363	ABCC1
6594	SMARCA1
154810	AMOTL1
7726	TRIM26
400073	C12orf76
100124537	SNORA70B
56977	STOX2
4209	MEF2D
56916	SMARCAD1
101928784	RORA-AS1
642475	MROH6
658	BMPR1B
22911	WDR47
54758	KLHDC4
23174	ZCCHC14
54407	SLC38A2
83986	FAM234A
2901	GRIK5
2782	GNB1
55689	YEATS2
84996	URB1-AS1
23023	TMCC1
55529	TMEM55A
376940	ZC3H6
102465520	MIR6862-1
3000	GUCY2D
3290	HSD11B1
255967	PAN3
79741	CCDC7
8543	LMO4
51534	VTA1
1368	CPM
55898	UNC45A
92369	SPSB4
3988	LIPA
100847066	MIR5692A1
266675	BEST4
494188	FBXO47
7357	UGCG
8165	AKAP1
168850	ZNF800
1291	COL6A1
3423	IDS
56675	NRIP3
8497	PPFIA4
282679	AQP11
85437	ZCRB1
1559	CYP2C9
140690	CTCFL
259239	WFDC11
57647	DHX37
51096	UTP18
646282	AZGP1P1
1545	CYP1B1
23640	HSPBP1
101929653	LOC101929653
84852	ATP1A1-AS1
55735	DNAJC11
101929407	PTPRD-AS1
100616133	MIR4699
4692	NDN
10904	BLCAP
10073	SNUPN
55086	CXorf57
100329135	TRPC5OS
7702	ZNF143
100500894	MIR3690
3055	HCK
527	ATP6V0C
51011	FAHD2A
23553	HYAL4
11171	STRAP
1371	CPOX
390439	OR11G2
246243	RNASEH1
145483	FAM161B
100506215	PAXBP1-AS1
319	APOF
100128081	JAZF1-AS1
6903	TBCC
9463	PICK1
27299	ADAMDEC1
23344	ESYT1
114796	PSMG3-AS1
100616366	MIR4743
9374	PPT2
1470	CST2
78990	OTUB2
220004	PPP1R32
6290	SAA3P
10562	OLFM4
93973	ACTR8
441307	HRAT92
4869	NPM1
100505659	LINC00967
693139	MIR554
222698	NKAPL
9337	CNOT8
101928616	LINC00354
9755	TBKBP1
100423034	MIR3199-1
57549	IGSF9
873	CBR1
130120	REG3G
79873	NUDT18
138804	OR13C4
100422838	MIR3195
57191	VN1R1
57692	MAGEE1
100036563	SNORD115-24
84622	ZNF594
100616273	MIR451B
353515	XKRY2
2175	FANCA
100996876	RORA-AS2
55289	ACOXL
149047	MGC27382
10985	GCN1
57488	ESYT2
55127	HEATR1
55607	PPP1R9A
100996569	NAMA
6595	SMARCA2
57118	CAMK1D
11217	AKAP2
101927421	LOC101927421
3291	HSD11B2
7884	SLBP
441328	FAM90A10P
1936	EEF1D
23327	NEDD4L
100131208	SNAP25-AS1
100533184	ARHGAP19-SLIT1
152687	ZNF595
57613	FAM234B
6904	TBCD
254158	CXorf58
6892	TAPBP
9100	USP10
339976	TRIML1
1471	CST3
101241891	LINC00850
51421	AMOTL2
2690	GHR
102465907	MIR6862-2
1608	DGKG
101929428	PTPRD-AS2
2776	GNAQ
9416	DDX23
106699570	LOC106699570
79178	THTPA
1390	CREM
55023	PHIP
9911	TMCC2
388553	BHMG1
56521	DNAJC12
100616360	MIR2467
5987	TRIM27
1244	ABCC2
101928150	LOC101928150
6936	GCFC2
144233	BCDIN3D
374977	MROH7
317701	VN1R2
1292	COL6A2
100847038	MIR5692A2
9392	TGFBRAP1
642636	RAD21L1
387263	C6orf120
146862	UNC45B
129804	FBLN7
8705	B3GALT4
100509894	CPB2-AS1
7416	VDAC1
100507632	LINC00968
5297	PI4KA
2970	GTF2IP1
100500900	MIR3691
338694	LOC338694
9785	DHX38
85302	FBF1
90809	TMEM55B
390916	NUDT19
7216	TRO
693140	MIR555
387742	FAM99A
200728	TMEM17
23187	PHLDB1
386627	SAP30L-AS1
389813	C9orf172
10361	NPM2
57599	WDR48
1666	DECR1
27178	IL37
3735	KARS
84446	BRSK1
64769	MEAF6
389247	LOC389247
100506122	LOC100506122
8420	SNHG3
101927539	LOC101927539
645832	SEBOX
5957	RCVRN
128488	WFDC12
729609	LOC729609
83987	CCDC8
207147	TRY2P
25847	ANAPC13
914	CD2
5327	PLAT
196415	C12orf77
